id,age,salary,department_id,score,years_experience
7690,22,400643,14,68.43,0
7691,32,70177,11,81.49,1
7692,43,37938911,16,77.62,12
7693,39,138142,12,22.87,10
7694,35,199748,20,22.21,2
7695,27,52171,12,60.79,1
7696,29,77324,3,84.03,0
7697,42,230371,9,33.71,6
7698,22,59425,14,34.27,1
7699,34,60441,7,78.66,8
7700,34,77356,18,76.37,0
7701,18,213064,12,71.06,0
7702,49,1204337,2,22.84,25
7703,42,463747,17,17.64,13
7704,44,99894,3,42.55,2
7705,46,177834,8,84.68,22
7706,26,51822,9,46.87,3
7707,18,237695,11,94.86,1
7708,39,124001,18,65.24,13
7709,33,317922,12,54.54,8
7710,30,60144,2,31.23,2
7711,52,54637,15,86.27,12
7712,35,64061,13,56.3,10
7713,39,57846,15,52.3,15
7714,37,237131,17,35.31,10
7715,28,54642,2,79.55,0
7716,39,3620770,6,79.07,4
7717,44,151366,4,87.23,14
7718,49,168679,16,57.15,23
7719,46,86302,2,32.41,6
7720,45,5003188,7,64.58,16
7721,18,75337,14,91.13,1
7722,20,109970,3,22.24,1
7723,32,83881,14,35.72,6
7724,36,66917,17,9.69,8
7725,46,90944,13,38.94,9
7726,30,72720,9,15.92,0
7727,32,63314,7,97.84,3
7728,36,92405,1,2.58,3
7729,21,56542,19,32.84,1
7730,40,2033559,15,27.92,7
7731,42,202885,20,21.49,14
7732,42,57279,15,75.48,1
7733,55,115003,18,76.77,24
7734,37,777327,7,13.6,0
7735,31,571210,17,5.34,3
7736,36,2649392,7,59.34,13
7737,22,67240,20,65.19,1
7738,54,240128,13,96.88,0
7739,30,1628655,20,98.22,6
7740,18,69021,12,92.02,0
7741,65,350143,19,50.15,6
7742,54,332657,20,84.61,3
7743,25,54398,8,63.05,1
7744,45,68724,17,57.64,23
7745,32,96329,20,61.4,6
7746,40,371712,12,37.8,4
7747,25,58157,10,29.22,3
7748,22,80709,18,51.87,1
7749,42,766669,6,95.62,13
7750,43,7030724,18,28.41,3
7751,46,75838,6,74.87,7
7752,39,79593,14,39.04,7
7753,28,52049,12,15.29,0
7754,43,355739,7,34.07,19
7755,39,151004,6,56.8,2
7756,45,88881,3,21.1,13
7757,20,99722,12,0.94,1
7758,18,55298,5,17.39,1
7759,36,122064,11,78.68,5
7760,18,52310,2,72.08,1
7761,25,153906,8,28.2,3
7762,37,105754,18,65.14,0
7763,21,81590,3,92.11,0
7764,33,62203,8,77.62,6
7765,46,54939,2,58.75,10
7766,42,54244,2,26.33,7
7767,45,93941,19,33.33,14
7768,39,53613,2,90.12,11
7769,44,126481,7,73.6,11
7770,28,52276,9,17.24,4
7771,34,166194,8,59.96,2
7772,28,55085,18,92.18,0
7773,37,70940,12,7.57,2
7774,34,70198,16,72.08,0
7775,20,54761,5,53.28,1
7776,44,197928,1,54.3,7
7777,30,19924539,9,5.05,7
7778,45,116158,9,74.4,0
7779,51,80618,3,41.33,13
7780,34,90880,9,45.72,11
7781,37,145805,13,62.99,13
7782,40,111152,20,72.34,3
7783,38,122797,14,86.71,2
7784,47,73643,8,42.03,8
7785,55,63522,13,52.7,18
7786,46,81779,18,60.13,23
7787,20,56917,14,80.76,1
7788,40,18809126,5,78.97,18
7789,18,5283139,8,35.17,0
7790,31,83054,1,92.56,0
7791,24,475296,18,87.31,1
7792,26,59226,6,15.86,4
7793,29,73835,14,91.99,7
7794,43,71838,2,17.04,7
7795,30,74833,19,53.86,2
7796,21,110066,18,69.45,1
7797,40,84358,6,45.29,11
7798,36,65424,7,59.4,14
7799,43,4213402,20,38.38,5
7800,39,50920,5,12.04,11
7801,40,50881,10,12.24,16
7802,28,50929,7,67.12,1
7803,18,54708,18,37.67,1
7804,43,92793,2,19.16,11
7805,18,175302,16,23.33,1
7806,48,57219,10,78.54,10
7807,22,97245,1,35.15,1
7808,33,62662,11,60.93,6
7809,30,75095,16,81.63,0
7810,18,211298,2,82.66,1
7811,52,60419,8,43.93,8
7812,42,52278,14,93.32,7
7813,29,102315,14,53.28,7
7814,46,57875,3,83.0,9
7815,37,492667,11,15.95,9
7816,37,76725,5,13.85,6
7817,47,52269,8,7.57,9
7818,43,60209,16,26.63,3
7819,30,127287,9,20.53,2
7820,28,411126,2,35.61,6
7821,36,102083,6,90.94,3
7822,31,55184,10,92.62,9
7823,46,62436,14,47.48,4
7824,34,76099,11,6.16,11
7825,31,56258,11,13.17,7
7826,30,65258,4,42.92,1
7827,22,71011,2,37.35,0
7828,45,2764754,12,70.78,0
7829,27,181359,11,72.69,3
7830,55,169200,3,82.18,28
7831,51,221149,17,39.73,19
7832,40,77842,13,92.41,6
7833,25,55047,20,2.88,1
7834,27,81512,13,99.15,2
7835,53,337509,7,71.26,0
7836,42,72310,15,51.92,10
7837,39,107325,14,81.84,15
7838,38,86110,8,13.96,11
7839,33,160097,8,41.59,8
7840,31,77885,4,15.47,7
7841,25,98159,13,60.63,3
7842,34,50688,18,64.49,12
7843,20,87902,19,76.85,0
7844,43,332524,17,80.74,13
7845,40,100688,15,57.2,10
7846,31,165248,2,94.47,5
7847,32,87262,1,23.77,6
7848,40,733607,16,6.22,8
7849,59,60420,3,42.47,26
7850,22,7429370,20,12.97,1
7851,53,50276,13,71.44,23
7852,59,76711,6,94.4,25
7853,27,75950,4,81.08,0
7854,31,59365,14,38.19,0
7855,34,55178,1,66.92,0
7856,26,629858,9,3.96,4
7857,48,52871,10,49.8,1
7858,47,89073,5,95.75,16
7859,25,51958,4,76.98,2
7860,42,75013,20,93.9,6
7861,42,58893,5,17.06,1
7862,43,70956,3,45.09,0
7863,42,132293,5,47.64,12
7864,39,102955,18,43.38,7
7865,19,161891,19,84.6,1
7866,25,113647,18,47.85,0
7867,29,249659,7,49.06,3
7868,55,107695,16,98.43,9
7869,34,108179,4,53.95,3
7870,32,57755,11,89.9,4
7871,24,78523,12,27.16,1
7872,39,333617,14,2.81,10
7873,47,54196,1,19.83,1
7874,48,63753,8,45.08,9
7875,18,115891,2,44.89,1
7876,35,61307,15,22.72,5
7877,35,75415,13,17.65,5
7878,28,64265,10,26.2,0
7879,21,62962,16,88.86,0
7880,57,72553,20,1.23,27
7881,37,176449,10,59.79,6
7882,32,63204,10,26.44,3
7883,45,54253,6,85.53,13
7884,25,88168,14,9.17,2
7885,39,167921,17,57.44,3
7886,33,70103,19,5.74,3
7887,40,618955,15,36.02,16
7888,41,101248,4,26.15,17
7889,22,55926,15,15.57,1
7890,43,76464,15,75.05,17
7891,53,59037,15,21.72,19
7892,40,53392,3,73.86,17
7893,34,613171,3,4.41,0
7894,41,53173,3,49.26,13
7895,41,140739,16,68.75,18
7896,48,59735,18,15.06,12
7897,44,60066,16,59.36,12
7898,39,261551,9,11.1,10
7899,43,72320,7,88.87,21
7900,44,201522,20,80.46,7
7901,38,83074,7,59.18,16
7902,41,67007,14,11.76,16
7903,35,406270,1,39.5,4
7904,40,385965,15,89.73,9
7905,22,122659172,17,37.41,1
7906,54,96559,5,78.12,4
7907,30,75704,12,31.57,6
7908,39,210080,5,66.56,5
7909,43,195415,4,11.21,14
7910,30,127449,15,66.75,5
7911,37,93098,3,59.97,9
7912,43,453940,15,5.12,3
7913,34,90810,2,34.75,6
7914,43,61876,4,35.89,1
7915,18,85868,20,2.16,0
7916,28,1628206,1,50.1,0
7917,34,779415,14,45.66,7
7918,33,61340,7,85.58,7
7919,50,508871,9,59.27,9
7920,33,214627,18,51.91,3
7921,41,51180,6,45.22,14
7922,34,118445,14,96.11,9
7923,37,76349,18,69.76,9
7924,45,81448,3,65.18,13
7925,18,131693,4,94.31,1
7926,33,138135,15,47.99,4
7927,25,63148,14,38.54,3
7928,49,117103,4,1.4,19
7929,27,51048,16,71.36,1
7930,46,66072,12,7.49,21
7931,45,134145,2,12.18,1
7932,39,151293,7,20.02,16
7933,25,112731,6,26.44,1
7934,34,69623,6,49.54,8
7935,42,10873926,20,12.54,20
7936,51,84586,2,79.58,19
7937,46,57470,12,82.29,5
7938,30,60616,2,37.61,3
7939,33,56964,12,4.81,2
7940,38,512352,3,16.47,6
7941,51,585009,8,31.14,4
7942,27,264151,10,2.77,5
7943,33,121014,9,5.06,1
7944,49,52216,17,37.29,3
7945,37,62021,3,45.13,0
7946,28,95153,15,2.77,4
7947,26,111673,9,86.3,0
7948,41,55393,5,11.07,11
7949,24,134381,9,75.51,2
7950,52,147913,9,5.66,9
7951,47,209103,5,77.03,18
7952,37,73808,9,28.19,3
7953,22,68317,5,97.87,1
7954,29,103845,4,98.32,4
7955,33,324558,14,15.09,11
7956,33,70006,12,32.8,1
7957,42,123114,2,76.28,10
7958,34,87261,10,98.19,10
7959,25,1800398,9,23.25,3
7960,35,103060,14,20.81,12
7961,47,1438086,9,77.63,19
7962,33,93216,9,40.26,6
7963,33,155184,17,10.85,11
7964,26,53692,8,61.65,4
7965,18,51350,1,10.62,0
7966,43,55305,1,56.37,20
7967,33,57926,5,8.8,0
7968,22,62529,13,19.14,0
7969,32,62770393,2,6.36,8
7970,42,485744,12,14.38,18
7971,18,89821,16,0.02,0
7972,43,252900,10,63.24,4
7973,31,83399,2,26.25,9
7974,44,63659,11,95.23,10
7975,51,241306,13,76.94,7
7976,39,441397,19,53.14,11
7977,39,242082,16,1.28,12
7978,33,62654,5,70.36,0
7979,35,121596,11,65.22,7
7980,39,64274,3,97.44,2
7981,37,181259,20,1.05,9
7982,25,65519,2,37.4,1
7983,51,363022,6,90.1,8
7984,37,51932,10,46.55,11
7985,36,60561,10,95.66,1
7986,39,77596,17,73.14,11
7987,37,256565,11,69.84,4
7988,37,87307,18,96.35,2
7989,41,153545,15,2.78,7
7990,36,68280,16,10.73,7
7991,36,129983,17,73.93,3
7992,38,195282,5,59.57,6
7993,29,429150,15,31.11,0
7994,30,54047,10,44.44,1
7995,40,614847,12,69.54,7
7996,29,329470,2,58.1,2
7997,38,160039,6,74.6,8
7998,43,68347,1,83.28,19
7999,42,164372,13,63.55,5
8000,18,127154,15,10.58,1
8001,30,79994,3,65.06,3
8002,39,197359,2,73.08,7
8003,21,85555,14,63.24,0
8004,41,1616431,3,95.85,15
8005,37,362117,8,19.34,14
8006,45,95637,20,19.77,5
8007,37,50782,1,32.84,14
8008,34,947356,11,60.96,3
8009,43,131269,20,27.84,15
8010,40,65553,19,15.91,15
8011,33,67925,14,34.08,5
8012,19,55676,16,15.39,0
8013,27,343598,15,65.69,1
8014,36,67286,1,19.92,3
8015,43,57797,1,75.99,9
8016,41,91559,12,77.42,13
8017,47,53702,17,10.75,13
8018,19,57951,10,55.91,1
8019,35,56113,12,94.7,13
8020,56,67023,2,40.73,5
8021,32,64311,6,97.76,9
8022,28,79749,1,95.7,4
8023,50,53665,19,19.23,5
8024,21,169054,1,88.21,1
8025,31,92968,17,96.91,0
8026,44,445499,16,89.91,21
8027,35,153127,6,99.8,0
8028,35,210374,8,72.15,0
8029,35,149061,11,53.12,7
8030,25,185498,1,39.89,0
8031,20,202596,14,28.34,1
8032,52,79850,17,72.3,9
8033,21,61957,9,2.83,1
8034,26,149930,15,44.81,4
8035,18,90086,5,71.73,0
8036,24,53791,12,7.42,2
8037,53,173275,2,83.74,23
8038,27,80684,16,83.64,5
8039,35,64261,19,94.52,1
8040,42,97488,1,41.5,10
8041,34,76524,15,4.56,9
8042,28,61353,19,31.58,5
8043,34,143001,17,5.42,5
8044,36,57022,10,34.39,8
8045,37,50429,9,73.48,2
8046,45,87554,17,82.66,16
8047,21,157340,11,42.2,0
8048,40,52863,9,48.91,9
8049,29,50694,8,14.71,6
8050,29,121749,8,71.94,0
8051,43,105946,4,68.5,0
8052,29,61220,12,49.06,3
8053,48,253364,12,3.81,25
8054,38,205714,7,88.47,10
8055,51,122481,2,56.72,9
8056,32,52573,20,92.26,1
8057,28,71701,8,10.48,0
8058,45,66579,13,3.53,11
8059,36,119639,15,71.38,3
8060,18,64977,5,8.79,1
8061,18,176597,13,81.17,0
8062,43,141337,2,84.79,14
8063,46,3083787,15,72.28,6
8064,30,163077,8,69.04,3
8065,39,69631,1,90.37,15
8066,47,75404,20,52.89,19
8067,37,160893,12,66.57,7
8068,51,694626,5,41.52,18
8069,42,391313,14,1.91,7
8070,52,97387,15,56.92,16
8071,32,57145,10,68.11,9
8072,29,51276,10,13.35,0
8073,54,634863,10,64.33,17
8074,33,75866,4,66.96,8
8075,41,109390,9,70.09,2
8076,30,64038,17,12.11,7
8077,34,80470,6,85.48,8
8078,45,121886,7,56.62,4
8079,42,259285,1,22.06,0
8080,37,76460,8,43.53,3
8081,43,406784,20,57.02,16
8082,33,50290,3,83.39,11
8083,24,338172,2,36.19,1
8084,41,130032,13,70.69,1
8085,47,90437,4,67.47,0
8086,26,230304,17,58.59,0
8087,41,67049,6,62.22,7
8088,46,1098336,5,28.82,16
8089,19,484289,1,54.23,0
8090,34,68956,17,97.68,5
8091,37,143409,9,75.31,14
8092,29,58845,17,14.62,3
8093,25,54367,7,46.04,3
8094,31,85323,7,10.58,6
8095,30,622089,3,26.6,0
8096,38,61631,10,44.31,6
8097,43,83767,13,39.35,20
8098,38,71190,13,32.29,9
8099,47,10290271,7,50.08,22
8100,36,66185,1,5.31,5
8101,19,188737,1,70.18,0
8102,31,319917,17,95.56,1
8103,18,89432,19,21.51,0
8104,35,262607,19,5.28,4
8105,34,54543,19,94.58,1
8106,36,134937,9,79.9,0
8107,50,384312,9,7.13,25
8108,39,121883,7,60.0,9
8109,32,55442,18,36.48,1
8110,29,133900,6,98.11,0
8111,43,73538,18,34.61,2
8112,49,118706,12,84.44,18
8113,33,76387,6,54.28,7
8114,36,892460,5,86.81,1
8115,18,108803,8,78.17,0
8116,18,85065,15,7.29,0
8117,46,68210,12,4.05,24
8118,31,86269,1,47.79,9
8119,35,68359,11,76.03,10
8120,36,131496,4,90.4,13
8121,28,532265,15,44.41,2
8122,21,113531,6,27.81,1
8123,39,67367,16,24.35,4
8124,54,68914,14,10.44,12
8125,33,348583,16,14.9,7
8126,33,379496,18,51.32,11
8127,18,262481,6,82.81,1
8128,28,58061,7,74.1,0
8129,19,130756,18,34.99,0
8130,31,127726,14,84.59,9
8131,37,153290,8,28.59,15
8132,33,78391,1,63.02,11
8133,45,179799,13,1.09,10
8134,27,123458,12,13.04,4
8135,30,101215,16,49.47,2
8136,25,1710037,4,4.2,1
8137,18,81199,18,37.09,1
8138,45,771871,13,90.47,21
8139,30,69199,11,47.69,8
8140,34,78497,7,73.63,0
8141,38,66015,2,51.77,11
8142,20,58008,8,41.42,1
8143,38,124384,3,65.27,5
8144,50,139155,8,29.19,2
8145,37,103660,3,25.1,13
8146,24,177351,2,76.69,2
8147,47,115547,15,52.39,1
8148,46,71367,18,49.2,20
8149,28,74230,10,70.57,4
8150,21,60390,14,32.91,0
8151,44,70365,14,93.25,13
8152,29,84477,6,43.21,3
8153,20,109601,20,4.16,0
8154,52,54431,10,31.09,14
8155,30,96232,9,44.42,7
8156,33,160065,16,80.18,6
8157,57,167030,1,92.57,29
8158,31,193115,9,35.35,4
8159,34,1048075,2,39.79,9
8160,28,77993,12,5.33,5
8161,37,140934,2,62.27,14
8162,18,521525,6,15.3,1
8163,43,64934,19,36.6,11
8164,67,348028,7,99.77,4
8165,44,118881,5,77.07,3
8166,49,62829,1,83.77,7
8167,23,50230,1,10.87,1
8168,37,316438,4,14.69,5
8169,19,80839,8,91.3,1
8170,37,551462,20,2.65,2
8171,19,108343,6,74.77,1
8172,38,65836,14,6.11,2
8173,33,63428,12,23.45,9
8174,48,86160,14,63.63,14
8175,26,53027,13,31.16,1
8176,39,298653,6,97.47,8
8177,33,65359,20,44.48,3
8178,32,435328,20,32.02,10
8179,39,150289,19,84.7,6
8180,51,197237,11,50.56,8
8181,26,219533,11,13.61,0
8182,44,141129,1,90.76,16
8183,50,60988,8,79.15,2
8184,42,698126,16,99.54,15
8185,46,108711,12,1.91,5
8186,25,73676,16,86.45,3
8187,28,327149,15,94.0,2
8188,19,65844,3,57.02,1
8189,25,100745,4,8.22,0
8190,30,65244,5,87.8,0
8191,36,55470,15,7.92,9
8192,37,53504,17,11.23,12
8193,27,78614,8,64.26,1
8194,33,61933,5,88.07,0
8195,35,96179,19,52.45,9
8196,33,114094,16,69.05,7
8197,43,84187,18,87.15,2
8198,39,81392,14,48.75,9
8199,44,64540,8,23.16,3
8200,44,102593,1,57.77,2
8201,40,67703,3,23.64,16
8202,33,58966,18,22.48,2
8203,40,76812,1,98.96,5
8204,52,71318,5,8.99,29
8205,29,727666,16,76.44,1
8206,36,65072,5,1.87,0
8207,33,128657,7,24.83,4
8208,21,63116,6,9.53,0
8209,21,73391,20,56.4,0
8210,26,66149,19,86.37,0
8211,45,133070,19,77.91,21
8212,35,84160,19,67.23,8
8213,18,120782,10,70.42,1
8214,45,91979,20,77.05,22
8215,46,138582,18,38.08,24
8216,24,57717,10,30.03,1
8217,41,82385,3,10.26,19
8218,18,184100,12,30.67,0
8219,28,71705,18,64.55,4
8220,43,79073,13,64.46,18
8221,32,105593,4,25.8,2
8222,37,627817,10,73.35,14
8223,26,5643427,6,23.18,1
8224,51,117990,3,47.47,2
8225,29,98199,2,32.31,6
8226,41,68954,4,6.7,6
8227,28,584818,15,19.46,4
8228,28,639065,20,59.78,1
8229,47,77823,2,44.62,24
8230,39,225070,18,33.13,6
8231,50,214979,15,79.4,8
8232,23,93511,6,82.23,1
8233,27,2906541,9,21.41,0
8234,48,103386,4,34.22,1
8235,40,66857,9,16.27,3
8236,44,59683,11,72.18,4
8237,18,89705,4,11.52,0
8238,43,121473,2,76.93,20
8239,45,54776,9,68.58,18
8240,36,120378,4,59.07,12
8241,39,79728,10,14.96,3
8242,36,60951,3,37.9,4
8243,20,101999,8,79.19,1
8244,44,964495,12,69.25,10
8245,29,96467,4,32.33,3
8246,28,144111,13,92.65,1
8247,46,103491,14,28.81,15
8248,58,239671,20,61.17,6
8249,42,315041,19,1.73,19
8250,32,410160,12,66.03,10
8251,24,278329,19,25.53,1
8252,54,145347,11,15.55,9
8253,30,159654,6,90.68,5
8254,31,121809,8,15.09,9
8255,48,52563,13,44.02,26
8256,35,69047,10,21.6,11
8257,21,112492,8,50.19,0
8258,20,84448,7,50.97,1
8259,46,56994,11,11.25,17
8260,43,55012,1,23.78,9
8261,39,69565,7,68.34,10
8262,32,222603,9,42.49,4
8263,46,78562,12,90.81,9
8264,30,61814,2,69.0,1
8265,21,5680010,4,12.94,0
8266,30,128378,9,76.67,0
8267,39,50835,7,11.07,15
8268,36,61024,13,67.99,11
8269,37,165538,2,81.72,12
8270,27,220931,5,67.83,0
8271,18,60755,17,15.69,1
8272,34,60266,3,50.18,11
8273,24,108383,8,7.18,2
8274,39,292075,10,4.66,10
8275,31,4128690,20,49.87,3
8276,33,218703,14,36.26,11
8277,48,53728,12,84.17,8
8278,35,267300,20,97.24,4
8279,40,62818,13,89.88,0
8280,30,55218,18,22.64,3
8281,35,180436,7,44.27,6
8282,33,131480,4,11.75,7
8283,18,108480,2,2.9,1
8284,37,1406491,1,47.02,6
8285,49,60720,6,22.39,2
8286,54,90425,3,10.66,2
8287,33,91343,1,95.46,8
8288,50,289155,18,93.38,25
8289,18,64872,14,90.64,0
8290,30,59092,20,15.66,1
8291,25,155455,19,17.54,0
8292,23,82095,15,64.08,0
8293,34,56384,1,58.75,7
8294,35,74244,9,53.82,12
8295,28,52112,8,12.44,0
8296,25,158882,6,76.45,3
8297,35,92490,19,36.25,7
8298,25,92858,3,50.82,1
8299,31,398481,10,86.08,3
8300,27,84761,2,56.55,5
8301,42,66589,14,81.14,1
8302,25,73473,20,72.42,1
8303,39,51279,8,42.55,1
8304,26,84855,19,36.1,3
8305,44,86357,2,76.98,19
8306,34,132986,2,36.46,1
8307,22,3720926,7,85.74,1
8308,37,462593,15,61.16,15
8309,42,71395,5,8.97,0
8310,57,60202,18,23.42,0
8311,34,261821,2,13.5,0
8312,31,80409,7,30.37,9
8313,29,72485,3,42.18,4
8314,37,75331,3,89.16,9
8315,38,75274,10,17.01,12
8316,49,70995,6,2.65,12
8317,32,58121,15,75.16,3
8318,37,74813,2,99.87,0
8319,27,98541,10,71.61,0
8320,39,66052,1,87.97,8
8321,53,86397,17,70.65,2
8322,30,56667,18,92.1,0
8323,53,71580,1,85.47,30
8324,34,1043532,16,9.61,0
8325,36,148582,20,11.19,1
8326,24,62086,20,68.25,0
8327,23,66359,2,15.63,0
8328,26,57622,4,65.68,0
8329,33,77739,14,43.41,3
8330,37,127834,11,30.54,8
8331,29,108251,10,54.64,3
8332,20,64638,2,49.34,0
8333,37,52470,17,75.52,8
8334,28,275242,5,0.15,4
8335,29,53424,15,75.11,2
8336,33,59251,6,44.89,9
8337,25,103371,18,86.28,3
8338,29,205254,18,6.99,5
8339,32,637708,16,4.6,3
8340,42,117690,9,29.2,3
8341,22,81070,14,27.79,1
8342,31,78546,7,16.28,4
8343,29,58109,6,56.11,7
8344,25,51399,5,96.52,0
8345,37,143418,5,68.97,9
8346,28,611737,11,94.42,2
8347,26,65124,10,42.95,3
8348,18,67545,7,47.87,0
8349,32,70121,2,91.81,0
8350,29,168929,17,16.5,6
8351,23,3169146,6,64.11,1
8352,20,61347,11,12.07,1
8353,36,56235,3,58.04,14
8354,40,78930,2,51.39,14
8355,49,209721,19,94.16,14
8356,24,50687,2,79.82,1
8357,27,632660,8,23.98,1
8358,35,1054189,12,91.13,4
8359,38,52898,2,65.35,0
8360,39,136316,10,27.53,0
8361,48,78920,12,26.6,2
8362,46,240173,1,97.24,18
8363,37,59304,18,39.29,4
8364,40,499640,11,16.06,1
8365,39,1094601,9,31.15,7
8366,30,111001,11,8.08,4
8367,23,98587,10,42.93,1
8368,23,60086,9,27.57,0
8369,52,53963,15,16.51,18
8370,29,90182,19,50.28,6
8371,34,5613745,8,54.27,9
8372,22,720061,11,45.11,0
8373,44,230221,19,54.0,21
8374,37,586339,18,0.56,10
8375,32,59168,4,31.68,10
8376,51,125213,9,22.34,29
8377,42,63428,12,22.74,10
8378,42,51750,17,94.69,4
8379,32,67249,10,63.26,2
8380,35,144552,7,83.56,1
8381,32,132448,15,99.85,0
8382,53,69694,17,36.79,21
8383,42,153012,7,73.69,17
8384,27,241774,13,39.46,4
8385,35,155645,15,98.61,6
8386,40,77006,10,81.48,5
8387,36,796223,8,18.5,10
8388,33,58980,14,75.89,6
8389,38,340162,10,36.7,10
8390,35,273050,11,19.83,9
8391,18,69605,1,77.97,1
8392,38,108451,20,31.82,12
8393,33,55054,10,80.83,7
8394,45,337292,9,48.85,9
8395,34,689120,13,85.45,2
8396,50,70478,18,96.16,5
8397,40,141453,19,77.18,18
8398,47,193539,10,41.92,16
8399,30,1699070,3,80.75,5
8400,42,141066,19,35.51,20
8401,40,85027,10,15.02,6
8402,23,151149,4,97.05,1
8403,34,232109,2,93.66,10
8404,39,65593,10,26.22,6
8405,27,300636,16,17.39,4
8406,53,149160,1,79.68,5
8407,33,170535,2,66.67,6
8408,47,143905,2,45.83,24
8409,29,243191,20,37.96,2
8410,24,53925,4,69.42,0
8411,48,85610,2,66.77,23
8412,37,78599,16,92.8,13
8413,40,166675,17,8.67,10
8414,32,84050,5,95.39,0
8415,18,125476,11,91.44,1
8416,48,2231947,18,43.9,11
8417,38,66700,16,17.49,9
8418,43,434753,11,76.67,16
8419,43,2942893,12,83.95,18
8420,31,55591,11,26.81,9
8421,29,227614,10,99.94,7
8422,46,195256,4,94.08,22
8423,21,219880,19,87.32,1
8424,31,95029,11,5.54,3
8425,34,75708,16,29.97,10
8426,43,52592,2,68.03,5
8427,29,213412,11,18.61,3
8428,62,347995,1,87.07,11
8429,45,73565,1,82.31,2
8430,32,74257,15,78.23,1
8431,24,55985,2,55.82,1
8432,36,160471,3,50.98,13
8433,44,287508,19,86.86,4
8434,47,97072,12,34.29,18
8435,41,181616,14,74.33,3
8436,34,173653,2,27.21,6
8437,41,384021,18,12.56,2
8438,18,52578,9,11.12,1
8439,50,95724,12,33.22,16
8440,31,135117,4,20.93,6
8441,29,56528,20,68.91,5
8442,32,89120,15,33.0,2
8443,38,88371,18,90.71,7
8444,35,88526,1,87.96,0
8445,41,304027,4,25.64,17
8446,37,210955,10,66.61,3
8447,34,87811,16,89.82,5
8448,38,216705,13,80.99,5
8449,61,4685965,5,77.61,21
8450,38,58335,16,76.28,10
8451,38,50425,17,38.39,5
8452,45,79570,20,74.61,3
8453,40,85122,14,6.36,18
8454,39,1112318,4,94.81,13
8455,21,91379,20,94.88,0
8456,44,65569,17,78.77,17
8457,41,205607,7,48.64,6
8458,18,99498,19,96.28,0
8459,34,69133,15,41.73,10
8460,18,125481,20,43.71,0
8461,49,78808,19,81.12,4
8462,45,88979,4,82.05,6
8463,43,200078,5,94.44,3
8464,37,82921,10,22.9,13
8465,22,267306,11,77.58,1
8466,43,50082,8,13.38,13
8467,49,233834,1,87.8,8
8468,46,50094,15,84.76,24
8469,28,224372,20,12.15,1
8470,34,128807,8,48.32,1
8471,41,98748,13,21.67,17
8472,40,1122677,16,65.3,6
8473,32,77345,20,13.99,0
8474,30,111851,9,23.26,2
8475,34,251177,17,50.11,4
8476,29,96035,6,12.35,2
8477,35,389531,2,96.43,3
8478,32,75381,7,94.63,0
8479,53,143611,18,75.02,5
8480,47,209841,1,34.46,3
8481,46,61914,2,93.25,24
8482,29,113062,17,5.72,7
8483,38,79672,4,6.93,11
8484,22,115517,12,8.61,0
8485,43,51464,5,16.49,3
8486,44,61498,15,27.07,18
8487,38,238986,10,89.29,3
8488,21,1059060,20,97.02,0
8489,27,68657,12,36.72,0
8490,44,83233,18,74.84,7
8491,33,101590,10,75.98,1
8492,43,217736,3,1.48,15
8493,25,85271,16,33.71,0
8494,45,63499,17,92.8,17
8495,19,1228924,7,68.21,0
8496,29,326365,5,61.81,5
8497,31,448756,15,98.09,6
8498,47,147549,15,14.74,16
8499,31,52131,17,74.94,7
8500,40,91338,2,80.82,15
8501,28,192621,8,72.65,2
8502,26,56400,8,69.53,4
8503,26,131972,18,84.37,4
8504,28,186461,15,60.2,2
8505,37,76124,1,36.56,11
8506,29,80639,7,46.73,1
8507,27,164584,6,70.99,1
8508,28,1121860,14,32.5,4
8509,41,58946,20,68.97,17
8510,30,315574,12,93.5,1
8511,53,150319,13,12.55,2
8512,32,161294,15,46.95,2
8513,38,65021,10,42.98,8
8514,34,59030,1,65.65,7
8515,52,82428,20,63.02,23
8516,37,156100,2,27.13,2
8517,40,64575,10,28.33,6
8518,44,116790,17,54.88,7
8519,42,90288,15,50.87,15
8520,45,636046,15,12.46,16
8521,35,325535,8,80.2,12
8522,18,107799,2,12.72,1
8523,41,72095,1,35.48,8
8524,33,151175,9,78.06,3
8525,22,56179,16,25.46,1
8526,35,57241,2,76.4,11
8527,27,51972,10,97.1,3
8528,18,182494,2,58.06,1
8529,38,168304,12,38.64,13
8530,39,86512,3,48.32,8
8531,19,57054,13,90.2,1
8532,44,103579,14,36.09,2
8533,48,52841,10,27.31,4
8534,44,56584,7,68.03,10
8535,43,63747,18,75.47,1
8536,25,210372,8,47.94,0
8537,26,139512,12,92.54,0
8538,36,64959,20,10.05,9
8539,26,63885,13,97.96,1
8540,33,91430,16,86.45,4
8541,33,3176586,17,75.03,9
8542,41,161255,7,91.22,7
8543,46,114195,3,26.18,21
8544,26,66827,3,67.39,0
8545,30,51177,17,81.58,6
8546,34,1914907,4,14.67,2
8547,26,72223,17,67.24,0
8548,18,54298,3,60.33,1
8549,31,194120,19,58.98,9
8550,30,63913,1,99.6,2
8551,41,153792,3,71.79,15
8552,36,160853,16,10.59,13
8553,36,58788,11,76.39,4
8554,30,95824,13,12.51,6
8555,31,52293,2,8.57,5
8556,38,631554,17,71.7,1
8557,21,6911074,13,89.76,0
8558,30,94094,9,14.75,1
8559,47,51914,15,51.2,11
